variable,simulated_value,rank,z_score,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,max_rank,sim_id,hpd_lwr,hpd_upr,attained_hpd,proposal
tree_length,2.511799825447592,6,-1.6095599970602494,5.042825941888715,5.046692295863474,1.5724956640720869,1.5175749772720946,2.833417004908602,7.847555749434207,1.007709698738014,188.1918562990602,169.32621481911815,200,data_set_11,2.1752340370119034,7.9941193121525895,0.95,default
max_branch,0.7482036229853039,7,-1.3993801734236622,1.7159494240990927,1.6075319448161376,0.6915531743930203,0.6693166699674814,0.7641815197774982,3.0303072470166876,1.000378491155555,213.79037606755816,182.40894068574056,200,data_set_11,0.6584785100807429,3.1021017231464927,0.95,default
range_branch,0.6629686950353726,9,-1.3613495339819668,1.6185183245250292,1.5218610206895102,0.7019135098204061,0.6876334070676395,0.6861046119012827,2.9612684217693204,1.0037738995380854,224.4349872374154,152.06963629122097,200,data_set_11,0.4846689885848443,2.981303533533796,0.95,default
RF_dist,3,183,NA,3,3,0,0,3,3,NA,NA,NA,200,data_set_11,3,3,0.95,default
BHV_dist,2.502209693095059,14,-1.2105786936898733,3.463601852576634,3.3079526411440803,0.7941591608152531,0.7613941186845887,2.4637816616662573,5.066407936514555,0.9997928284529908,233.97204771134716,217.3385559291482,200,data_set_11,2.257800630711072,5.135674600896766,0.95,default
KC_dist,3.1622776601683795,93,-0.4568303804064227,3.2741856428733533,3.1622776601683795,0.2449661570349459,0,3.1622776601683795,3.872983346207417,0.998006186871492,138.25551553529039,146.9537601353884,200,data_set_11,3.1622776601683795,3.872983346207417,0.95,default
tree_length,3.582420916449799,47,-0.7877963269844758,4.876198580640833,4.672032844402093,1.6422743034907914,1.6652567625247734,2.4919118088133274,7.8329649218577675,1.0237346194748247,255.82590397986107,164.0470794648732,200,data_set_12,2.290744346122181,8.290258179704088,0.95,default
max_branch,1.2067293169938782,52,-0.7618657654957615,1.7223128539886663,1.5833556614736704,0.6767380296439589,0.6580897961270924,0.8418429628218577,2.9313108316245313,1.002305169337857,242.6600523820475,118.5593543994819,200,data_set_12,0.5860560310607456,2.9815419733158754,0.95,default
range_branch,1.1887410126239923,60,-0.6647035137674873,1.6407799809376291,1.4985740160748628,0.6800610481980386,0.6734341152125576,0.787139540960862,2.862897914198707,1.0007492853365652,230.53143697487783,118.5593543994819,200,data_set_12,0.45587786923525236,2.92528511453072,0.95,default
RF_dist,3,47,NA,3,3,0,0,3,3,NA,NA,NA,200,data_set_12,3,3,0.95,default
BHV_dist,3.2302135451543363,102,-0.2058045675833918,3.385288329761686,3.210959684119069,0.7535050675904632,0.7293729810389413,2.446553561054679,4.775974872056258,0.9966272453835981,242.95728124988133,81.1336173485635,200,data_set_12,2.085621225735593,4.808543760242842,0.95,default
KC_dist,3,32,-0.5706642564474358,3.120229829647743,3,0.2106840025275309,0,3,3.4845457016912307,0.997854189995588,188.20055654064635,181.8165087595598,200,data_set_12,3,3.872983346207417,0.95,default
tree_length,8.246338303244737,189,1.6452159585113182,5.244085450486566,5.053686782300781,1.824838154058981,1.7816149899226952,2.614445010947371,8.255175990406524,0.9966297045574469,202.2207285694211,183.81776436968573,200,data_set_13,2.1001388156561207,8.342351393443534,0.95,default
max_branch,3.3123545313975495,186,1.7427000250538254,1.8958438026982325,1.7536103074379465,0.8128253332959965,0.8569822293768201,0.7838665632471028,3.3269524931066297,1.0006477794319781,216.829456569753,154.49565095974566,200,data_set_13,0.6499221489657261,3.402340875790155,0.95,default
range_branch,3.308044937544542,191,1.7987452855245787,1.8312611941004004,1.663556932408615,0.8210077076107297,0.8347959370280168,0.6950470854593714,3.28164589888424,0.9991632008405654,212.40788677411118,184.50039724965913,200,data_set_13,0.5521830144948282,3.4139075988105865,0.95,default
RF_dist,3,117,NA,3,3,0,0,3,3,NA,NA,NA,200,data_set_13,3,3,0.95,default
BHV_dist,4.584180642278271,182,1.4771294581179975,3.293467497284653,3.116380440921994,0.8737982564088247,0.8220886120771547,2.2700430494157997,5.03733643701159,0.9964537694228413,199.79333302104365,154.06918008282148,200,data_set_13,1.9932618483220799,5.130800913212503,0.95,default
KC_dist,3.1622776601683795,51,-1.1121115508293977,3.4089650042766246,3.4641016151377544,0.2218188849169573,0,3.1622776601683795,3.4641016151377544,1.0128339198778458,203.81391301036209,170.38314863052,200,data_set_13,3.1622776601683795,3.4641016151377544,0.95,default
tree_length,3.049735530652563,7,-1.6903404415451815,5.88419349994837,5.714969922473955,1.6768562708614836,1.6151042975647143,3.4401294282692274,8.96463466201459,1.0241718089596505,206.62921351999293,174.20173896351503,200,data_set_14,2.8813710085433577,9.231696093842322,0.95,default
max_branch,1.194384650243693,17,-1.2681840592443587,2.0860019870023536,2.0110490812605506,0.703066191582574,0.6917387811441352,1.0281467772243342,3.24840632035018,1.0085231176088223,216.47103072379653,181.8165087595598,200,data_set_14,0.7788162777210612,3.4841538264300436,0.95,default
range_branch,1.103392884016553,16,-1.2879116127747179,1.9967003455787182,1.9212269833150575,0.6936092917413759,0.7155955360974985,1.0048869470882476,3.2017960135901595,1.003786198922988,219.26604443667944,181.8165087595598,200,data_set_14,0.8232784048353865,3.4894696356660924,0.95,default
RF_dist,3,191,0.4576829516275723,2.8,3,0.43698372265949076,0,2,3,0.9969576574012187,256.00572166032595,NA,200,data_set_14,2,3,0.95,default
BHV_dist,2.7280124947246023,44,-0.8375675690754681,3.4436766813879816,3.357990297012285,0.8544554649523388,0.8860261647713359,2.2172796248267677,4.757313663128601,0.9977639563349984,229.36795516059047,118.275107522825,200,data_set_14,1.6652853167460104,4.762522646055332,0.95,default
KC_dist,4.58257569495584,95,0.5067953267401407,4.358351766708896,4.58257569495584,0.44243487738771986,0,3.3166247903554,4.58257569495584,0.9958745114232197,222.13428668492654,NA,200,data_set_14,3.3166247903554,4.58257569495584,0.95,default
tree_length,1.6102312583102916,92,-0.29614117815293167,1.9105321514059883,1.7293914657527152,1.0140463915511841,0.9593083712510329,0.6424695050190103,3.7829828342911553,0.9950079754189746,197.9224270189268,218.58876028447904,200,data_set_15,0.3122495064567938,3.9267653143307983,0.95,default
max_branch,0.5713793708087453,109,-0.12405155115417045,0.6217908798081514,0.5354020409805966,0.4063754828567598,0.34044964512472786,0.17996194330944204,1.4768565232491548,0.9954324782055628,189.95944511143833,227.803382535074,200,data_set_15,0.0918592956740723,1.65927628204312,0.95,default
