variable,simulated_value,rank,z_score,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,max_rank,sim_id,hpd_lwr,hpd_upr,attained_hpd
bl1_length,8.638961646641945,99,-0.23654614663607199,11.1193452804488,8.724238501995314,10.485834028921818,8.405160605793538,0.48922811835225927,31.084860600690806,1.000731259316295,196.6905597325842,176.75574219857674,200,data_set_5,0.06864653218200632,31.432294476340807,0.95
birthRate,0.04364731970002218,115,0.05807510046342897,0.04314538735900841,0.04230494918176793,0.008642814855393198,0.007775655765568242,0.029782920107788755,0.05793530015573794,0.9995869895301227,197.1289775597724,135.5157949038191,200,data_set_5,0.028740073106952275,0.0596879533450739,0.95
bmRate,0.0325090696222083,48,-0.7991381828875604,0.046604438989893894,0.04442232287099944,0.017638212851692543,0.016566670867788805,0.022190896582423868,0.08058075829949742,1.0048238276748442,188.516036288801,227.803382535074,200,data_set_5,0.019202743404191692,0.08325269585577164,0.95
treeHeight,56.91949253143738,134,0.1478298745999809,53.932919822553146,48.9227877709918,20.202768330594374,15.93984908703987,30.67523827454386,93.60891481369917,0.9975471051518312,177.1857966610336,183.81776436968573,200,data_set_5,28.70424223512284,103.62605931635147,0.95
tree_length,233.7484880975719,194,2.1948230318042574,120.75999039116192,110.6717159695221,51.47954804061247,46.69457276540198,52.04220886147654,220.70471293983243,0.996019028648209,141.1741446871966,135.21702901295356,200,data_set_6,42.91713163191368,224.9183616954003,0.95
max_branch,52.05521951747967,186,1.6509529304042745,29.49080138468949,26.68711393911473,13.667511482150344,12.192458527544916,11.992728207671348,54.38729372444209,0.9962327096362813,147.08046586642277,113.63579178777054,200,data_set_6,6.577663681904455,56.02633704804608,0.95
range_branch,49.4372189851524,183,1.5682660476368808,28.29552420710709,25.34251406439752,13.48093635636783,11.877273068228526,10.946716023889882,52.80953240916567,0.999157281347186,146.7744951751297,117.53963160951285,200,data_set_6,8.082300846882411,57.21237910891333,0.95
bl1_length,2.6180005323272724,56,-0.6397283005160311,8.977171507717689,5.370878165232526,9.940424661939838,5.571598161856279,0.751709495808372,31.58308352657634,1.0042838054678056,192.98154459131018,186.9298193309879,200,data_set_6,0.04569275005299352,34.14896439544836,0.95
birthRate,0.02923642116729653,9,-1.3763021887017723,0.04003088334291306,0.03942001117156996,0.007843090176147035,0.008121609790153554,0.029625617430809367,0.05406272767159455,0.9972454258637115,177.83347409895651,216.0707800996996,200,data_set_6,0.027021954088765274,0.05605611443292374,0.95
bmRate,0.054323989382454564,72,-0.5118781270709574,0.07042855823747408,0.06471223197795606,0.031461724975771585,0.029368383749487997,0.030186222794541646,0.13030842380694757,0.9992584241005988,161.59436299108356,149.4332166126724,200,data_set_6,0.02095619612277645,0.1367543026510066,0.95
treeHeight,66.61965362623454,191,2.2257604189078704,33.624507722270174,31.239958935488325,14.824212715649928,13.906122784826161,14.211761416053601,61.00901091934853,0.9954338747042855,143.10723179282814,149.22710047976986,200,data_set_6,7.332453804031319,63.64286716028311,0.95
tree_length,3135.283178784303,69,-0.42895279166026445,3437.4147622238656,3426.0849245693285,704.3469335405432,664.61718915214135,2454.5449466294704,4562.8508746297275,0.9998899124067765,109.66977453117106,122.58886083174612,200,data_set_7,2197.3123615024783,4842.272911598665,0.95
max_branch,72.03267737755424,106,-0.019637456152652055,72.40198329480594,70.90059313890282,18.806199457857634,18.899017190743912,47.3829759094896,105.28710116160327,1.0007604098242782,175.7241610798007,179.51384523959177,200,data_set_7,42.24490359933598,108.2708526365592,0.95
range_branch,72.02876506542118,107,-0.017061269540473805,72.34960216015975,70.83875519338726,18.804995371385164,18.898607568765872,47.365002807464876,105.27023715460403,1.0008098647365642,175.8000158733028,179.51384523959177,200,data_set_7,42.20792667760688,108.20979202317658,0.95
bl1_length,1.5059653219203142,32,-0.8485908015217192,12.347387057252757,8.00665186968221,12.775794547726974,9.544181455196297,0.25640687949960433,35.2837905992917,0.9954593461511686,171.6605906969976,128.89313390509767,200,data_set_7,0.009665793988146463,36.76388160093078,0.95
birthRate,0.046283569158068305,145,0.43583971257564424,0.04294359219234087,0.04199619174270229,0.007663314905356981,0.0069446422969724935,0.030614134583889112,0.05783879135264942,1.0077124631431051,148.03672067435448,129.46658908122242,200,data_set_7,0.02837892847514457,0.05866904931545033,0.95
bmRate,0.0731001262865754,185,1.606558663867686,0.051312961223464876,0.049593358244780075,0.013561387799347045,0.013571906951339096,0.0324653859144197,0.07626320677676578,0.995737150200243,174.75995694443284,152.81425918388848,200,data_set_7,0.02604711269103773,0.07690609193685173,0.95
treeHeight,77.82027857187157,19,-1.1383663743020722,108.42177842304075,103.80495027932442,26.88194288058696,25.540368847462787,70.44253311427688,154.05128338651846,1.0070359720158981,118.09401958565716,152.97566296271052,200,data_set_7,58.12830089421409,154.34763467507338,0.95
tree_length,1651.152321739767,105,-0.1008995135955697,1687.835681388729,1636.0434624932782,363.5632952206081,309.13159353877677,1193.2641759231758,2368.661093851074,0.9970041634891356,206.15913165638455,107.8874311280102,200,data_set_8,1050.9842312410608,2450.5338433476695,0.95
max_branch,49.44960853176837,58,-0.6562510510196448,62.05603754778246,59.99273700707567,19.2097658303586,20.006804036604393,35.336258253470504,92.58050785054124,1.0219545911020744,167.5241183187701,181.8165087595598,200,data_set_8,29.809082618440186,95.70982481495037,0.95
range_branch,49.42845098683563,58,-0.6517081422773309,61.9413584351239,59.97200430618852,19.200170500499095,20.006125286810136,35.118141664105075,92.19521390005927,1.0221055180660827,167.9488251571149,183.81776436968573,200,data_set_8,29.795710441296773,95.4708680273875,0.95
bl1_length,12.087194081046363,135,0.02146157852781475,11.820163286796321,6.586917152244956,12.442271844261743,6.540995931894019,0.8532105309750498,37.02485198083999,0.9969944011840811,179.4465834259842,212.62085774700174,200,data_set_8,0.1454387500700951,39.48415457308766,0.95
birthRate,0.04080525833564517,79,-0.3268837749250224,0.04328851625879484,0.042675785673907646,0.0075967610314071335,0.0078062348541134184,0.03165331919061662,0.055696074121503424,0.9970591994589134,194.65889426053636,212.6916296338421,200,data_set_8,0.028056480996580587,0.0565530581988346,0.95
bmRate,0.07796055440850747,191,1.898030754275176,0.0495407104629383,0.047080291603809346,0.014973331639413922,0.012559615849291259,0.028683680458739674,0.07588712863010708,0.9973203648168167,197.81391782120053,225.64361868699203,200,data_set_8,0.02472546066812144,0.07797043693887276,0.95
treeHeight,94.66453447318766,127,0.27573630705814994,88.4968099587682,87.17672459881038,22.368198733867686,22.420248363419805,56.66756986231106,131.55287932545622,1.0331172939618634,208.73976409744378,212.43090542488852,200,data_set_8,45.380013638884975,136.69325512873314,0.95
tree_length,72.70862704029528,12,-1.1962415560875577,153.36724920037202,143.45956671430517,67.42670136279149,58.87332288815811,72.36734484479325,276.17767532584986,0.9956058256566519,195.7061178026154,227.803382535074,200,data_set_9,64.11046366501806,301.2772286210541,0.95
max_branch,10.174368793783799,1,-1.2698385292815972,33.057858849509905,28.42598398424886,18.02078731118065,12.933062493563357,12.965254820100037,61.72847847431975,1.0004751454912517,206.69573938617367,227.803382535074,200,data_set_9,10.027719981176936,62.8088068327037,0.95
range_branch,9.585467371987647,2,-1.2365325751994263,31.542282715271266,26.450591771264868,17.75676256627728,11.507451069512761,12.345598690291878,61.41262864423404,0.9995972216146608,206.86072851373208,227.803382535074,200,data_set_9,8.83073928178717,62.20647586275811,0.95
bl1_length,2.9885150332313373,64,-0.6548596453128694,10.280320568435451,6.989541426458042,11.134913545818417,7.552004277493368,0.17893701516671795,29.999005924401104,1.0055569373857485,192.552870087419,177.70094093640174,200,data_set_9,0.03501785314954767,32.17992731407982,0.95
birthRate,0.03976977383281941,113,0.00476568820342762,0.039730144577322955,0.03869959568206585,0.008315536771363721,0.007664093885486198,0.028268951010146082,0.05583221129797916,1.018663148398794,179.54228891755415,148.1353486981588,200,data_set_9,0.02663627130730723,0.05683995046446924,0.95
bmRate,0.0941541915009595,127,0.10236131063016506,0.0902522048996169,0.08036436853135616,0.03811974052814358,0.03003194527026615,0.040702117852319,0.16402607115540027,1.0002841982877364,185.4905359825304,178.62881248895587,200,data_set_9,0.030478325405527446,0.1699547035489005,0.95
treeHeight,18.609309797192225,10,-1.0654958665365895,39.01253895006402,34.724306627569135,19.149045804553708,14.353813715553928,18.758346932410767,74.24082841877899,0.998611679135094,203.91360429263878,144.77329657597912,200,data_set_9,12.305707614127318,76.79027952023945,0.95
tree_length,208.43137057188068,65,-0.5192120511890773,252.58539939921866,244.02834343460842,85.04045452376982,80.72813218575989,130.10316876321534,415.33652107340913,0.9961806809276155,238.43554052151606,183.81776436968573,200,data_set_10,114.94321424929404,427.0387809937045,0.95
max_branch,36.780812261171086,32,-0.9456023249309647,59.2533752953192,53.94155319004715,23.765342408383738,22.009862854185354,28.946567549415455,96.72113817786149,0.9952565304748704,216.64796598793808,183.81776436968573,200,data_set_10,23.66594522442159,102.5295270750665,0.95
range_branch,35.72951574373753,32,-0.9490819769713273,58.186820099987514,53.47264820091239,23.66213341013475,22.759172095488115,28.2370824572123,96.38699406418236,0.9953686667691193,218.09729328115128,183.81776436968573,200,data_set_10,23.39030299731755,102.39334329527622,0.95
bl1_length,1.8604956656092781,62,-0.6649090113487441,14.065614756368316,6.716838738749486,18.356074113060057,8.93668939707072,0.07991169860238742,55.12101585413835,0.9991832710402839,204.1856838386323,140.33439393442393,200,data_set_10,5.826174805712447e-4,55.97884229312393,0.95
birthRate,0.04319587484533593,172,1.0319790465158807,0.03635044924115882,0.036427770616048405,0.006633299026068709,0.006560106629614406,0.025899474845145667,0.04781671979500479,1.0162663705504307,117.5706668755093,181.8165087595598,200,data_set_10,0.023020753988233847,0.04821067274935395,0.95
bmRate,0.08299637407289318,42,-0.77425865826217,0.1235627234970458,0.11033420813217959,0.05239379500799402,0.04580901471643841,0.060087798087959124,0.23780420440344355,0.9950227829526275,163.01671012946912,184.50039724965913,200,data_set_10,0.050739448739296714,0.2420431416301008,0.95
treeHeight,60.89332027489326,80,-0.35133720296293675,70.04003156220764,65.51717214245792,26.033995859753247,24.5997104393981,34.4516371881312,117.77741048592769,0.9959552509384797,237.1312884957697,180.78717391229756,200,data_set_10,31.390812224122143,120.53025938719188,0.95
tree_length,364.6639246574,131,0.13117799713752076,349.7662796957891,332.3529967839844,113.56816910379368,94.92755555112576,190.7741074626367,566.0000434135485,0.9956925861549422,178.95244961007793,183.81776436968573,200,data_set_11,153.94465544114448,572.6030868083824,0.95
max_branch,61.831567826469886,161,0.651458791492004,49.08272251644048,45.77967250486379,19.569688024059598,16.27974773738055,26.34863216804555,85.51503389537385,0.9990222000828471,185.17492665113207,178.62881248895596,200,data_set_11,20.58254466005111,90.2359767632724,0.95
range_branch,61.44443964697449,161,0.6558219611005366,48.65214198798764,45.38385000951183,19.50574762321173,16.10068183470829,25.782668261190395,83.937320818609,1.00150801047477,185.89699935486362,178.62881248895596,200,data_set_11,20.56407164593734,89.30887408711604,0.95
bl1_length,2.2494025447841466,56,-0.6249569972559155,8.668697030468413,5.1902062279335075,10.271577906752537,6.390661675603869,0.21676582330570712,33.283854997791806,1.009123204099971,98.75792912026938,184.49677792708388,200,data_set_11,0.002679261252298852,33.60376932118529,0.95
birthRate,0.03129652864004348,18,-1.3244534328961133,0.04122387728838154,0.04085981521628718,0.007495430493641776,0.00761876437803002,0.029781233569207727,0.05368626118413626,0.996720296988551,189.33362021198766,123.4535490434154,200,data_set_11,0.02918583556046517,0.05714123811301742,0.95
bmRate,0.052165565139867906,79,-0.41436525795029805,0.06327007127190801,0.057258463249508576,0.026798834890187768,0.022491885177283136,0.031196742483261784,0.11495694104506048,1.0191421833059178,159.56688445790343,178.62881248895587,200,data_set_11,0.02203355208067609,0.11860006848546728,0.95
treeHeight,63.81909641112192,142,0.25267955547122767,58.50394255261666,54.613986801175074,21.035155965004428,15.571261995804532,30.56379450153038,99.95433191254271,0.9958583627835598,189.89682177888892,183.81776436968573,200,data_set_11,23.059260437434737,100.54707777359992,0.95
tree_length,386.03424300983284,142,0.4179742342716268,339.5290357573552,327.5197150710892,111.26333500800325,102.92254411503957,186.1435084259802,530.2507915463633,0.995284399353496,247.3888018354753,227.803382535074,200,data_set_12,137.7358074292094,541.2109078998872,0.95
max_branch,43.61223287539015,120,0.032844020047029084,43.02571024513104,39.66943391413302,17.85782097987013,13.869472258411832,21.248911836174397,76.51149693581664,0.998170565510564,224.72739931145944,176.75574219857674,200,data_set_12,14.854045194228862,77.46209349197329,0.95
range_branch,43.15482420343514,121,0.03911980125471153,42.46257813557753,39.35832644131239,17.695541532799506,13.64429096233184,20.5431265937884,75.41542789203264,0.9993081821666172,224.24895387417092,176.75574219857674,200,data_set_12,14.079105090634155,76.28973018898257,0.95
bl1_length,11.386275235908059,131,0.09545974662513196,10.306463071900254,6.275140188950264,11.311701551526221,7.457788520248186,0.25179198989215457,32.38556676704875,1.0131861295619542,117.53302119608131,164.04707946487315,200,data_set_12,0.04090690684896213,32.783545046625264,0.95
birthRate,0.0470300970217406,147,0.6469453902161539,0.04196405937546805,0.04045340313657154,0.007830703677446274,0.00775802431555039,0.031780695857206796,0.05573259320413935,0.9961056111451362,268.66929680119637,177.70094093640174,200,data_set_12,0.029166223559156882,0.056951102527226405,0.95
bmRate,0.08689681397151083,181,1.128184024583227,0.059815135512057374,0.05546919674043539,0.02400466401698779,0.01923783726688502,0.0312375619139747,0.10887536028767958,1.012673870756097,211.66217739860315,181.71259610245684,200,data_set_12,0.0250221281983518,0.11496357905114048,0.95
treeHeight,74.76526822407097,172,0.9980374429566335,53.884131719786765,49.81840585012853,20.922197510370882,18.629142477851534,27.0454166142477,91.81017274839482,0.9995904684281199,230.43453604055637,183.81776436968573,200,data_set_12,21.325297969849764,96.69612374838093,0.95
tree_length,520.5011937750164,176,1.1190356240576478,383.7836345803301,357.5920001825822,122.1744475827726,122.94864577942566,231.97035701786797,615.0508433054518,0.9990486561334427,242.39457964416184,184.50039724965913,200,data_set_13,165.9461539152227,618.9575217511806,0.95
max_branch,83.44353058831362,191,2.0818242362306605,45.20678267484397,40.595833408567884,18.366943398978243,15.65440291592322,23.087014738302695,79.245352632089,0.9950086817270242,313.6305578234964,158.62628906581358,200,data_set_13,12.644206903945678,80.0327382185744,0.95
range_branch,82.7967754190704,191,2.0866692933522684,44.63628590661745,40.157772772265005,18.287751506204174,15.587598458321754,22.805887630835777,78.5253783708923,0.9950566048042834,312.75895732351586,158.62628906581358,200,data_set_13,11.916032305444837,78.70361380393062,0.95
bl1_length,44.63376511075055,196,3.1864340124859902,9.4427633153401,5.387298620993771,11.044007708151206,5.7506958585534305,0.35067486484099025,31.643327263149892,1.0086280586013592,186.963323081621,145.18636128121295,200,data_set_13,0.06807585372831165,33.10298991529088,0.95
birthRate,0.03807119046403949,90,-0.29183790359853673,0.04070546364997385,0.03899996736349373,0.00902649434310001,0.008086657940179987,0.028019162786731014,0.05566547070568676,1.0052152672457582,194.91685678909988,212.62085774700174,200,data_set_13,0.025293011474257502,0.05750091323995267,0.95
bmRate,0.051212091050978965,39,-0.8480149902471283,0.07584546938892751,0.0696823893360215,0.029048281718192147,0.02800120881526474,0.03573621017071246,0.12314648148331718,1.012527566134183,117.23647900930918,181.8165087595598,200,data_set_13,0.01960394185992805,0.12322291547820505,0.95
treeHeight,91.75131721143839,184,1.5072700462703468,58.12061032727323,54.17930592416012,22.312330141093437,18.4331138656725,31.787091546789295,99.77435333987255,0.9961921967784622,259.04606137454175,228.96860659030312,200,data_set_13,26.349773112460426,100.85377549596066,0.95
tree_length,423.4056600397198,14,-1.3635834442283685,650.177579125839,632.7425313227959,166.3058612554848,152.40109688793805,398.35420133632437,935.8951149300508,1.0015750992324,234.08327385971614,224.5790215629029,200,data_set_14,347.5748491245278,941.7020221718701,0.95
max_branch,39.08529367673708,29,-0.8793132641960892,58.43077533003661,54.50776158537073,22.00067079732512,15.450622390330048,31.027626803744898,104.36148984182164,0.999793837305616,208.52667257115783,148.74460569081964,200,data_set_14,22.202255815041685,104.77926318692866,0.95
range_branch,38.95752490853873,29,-0.873551184324307,58.11320868816215,54.14164122196793,21.928519042007103,15.359756105146651,31.008862230509603,103.5825685151169,0.9997724982373158,213.43915217452846,148.74460569081964,200,data_set_14,22.201899726187147,104.32166682815749,0.95
bl1_length,3.427265178498601,67,-0.5691193153267451,10.512262416874757,6.222263131529698,12.449054262564413,6.784732731557182,0.6489341833663756,38.65077889952736,1.0104808971268795,191.8016496821253,216.0707800996996,200,data_set_14,0.07624140250311315,40.24604979369816,0.95
birthRate,0.052196756861118875,185,1.6189120444076261,0.03961696437676961,0.0393845278246013,0.0077705225109695915,0.007610643457029593,0.028816340036179125,0.053460267077826404,0.9952414862982634,226.73127514951625,135.98799706120718,200,data_set_14,0.02502334659365579,0.05485857058448963,0.95
bmRate,0.08701292643153467,113,-0.04298538034015234,0.08844745602298996,0.08054183147275172,0.033372499675553814,0.031231501935439544,0.04466830832121063,0.14910653950728192,0.9956556285315444,156.3181269411371,175.77666024345535,200,data_set_14,0.0328982348932736,0.15162426955316471,0.95
treeHeight,54.85953111982633,30,-0.9444253390295458,75.71602289592374,70.86892904078579,22.083790972326856,18.14031053401719,46.37886639931613,120.51630572961336,0.9958053496215302,265.32564280952715,156.95703302858692,200,data_set_14,35.81790507745041,122.02299065668309,0.95
tree_length,741.5193359108614,155,0.8285536518724737,621.2874862477481,610.6302801529669,145.1105180592683,153.65013771827893,396.71100752468425,856.5208862255719,1.0122705888135421,211.86551707026436,103.96740809659545,200,data_set_15,334.69031764548646,879.5791219202333,0.95
max_branch,48.9768696020031,90,-0.3486827761448715,55.48541946283783,51.8098052110614,18.666106576283962,14.944439029490082,31.848510637237528,87.08692423682238,0.9961968553635804,206.20565453841073,212.62085774700162,200,data_set_15,26.863491327829603,92.35223078830683,0.95
range_branch,47.368183199146365,83,-0.41096778819124585,55.029582265231205,51.439428857536456,18.642334718748252,14.595648300231806,31.247436079876298,86.82773696145335,0.9961910892227501,206.70489129388895,217.056063143582,200,data_set_15,26.318947455130974,92.13014713630952,0.95
bl1_length,17.75377199130847,150,0.3705645071273371,12.86728689037927,8.630880121075577,13.186597763530697,8.260218427516671,0.6567429871152993,34.76224496701178,1.015622292048939,191.48235320663628,227.803382535074,200,data_set_15,2.0406376676209632e-4,38.41248398502029,0.95
birthRate,0.028977227632394437,14,-1.3128957793976304,0.038726266329306834,0.03813230602127646,0.0074255998456978466,0.007505912034397269,0.027799565590186544,0.05109627608483377,0.9959591004798574,266.65456125153133,181.79246194399582,200,data_set_15,0.02444055152547022,0.05174692840141252,0.95
bmRate,0.12046753084593365,159,0.5957741604040855,0.09720526387562542,0.08844529568561105,0.03904544459351934,0.027546871058913205,0.05197963368928095,0.17670025796341501,1.028258731889783,163.080022431412,103.32687702083241,200,data_set_15,0.04536803619199075,0.1895135361110105,0.95
treeHeight,85.82312779997574,153,0.6262541840598513,73.44161730654795,70.34116843615207,19.770742948432705,18.375127700288946,44.07307961326001,108.07712034817551,0.995969282237032,228.03005748720375,212.6916296338421,200,data_set_15,37.25664168901861,110.16624655327585,0.95
tree_length,514.77465988017,92,-0.23571173459265873,550.6306626718055,528.1367818720904,152.11802184392465,135.16762781276267,339.4698935245427,851.2958862598673,1.0001429901937522,240.26177750127275,182.72602753033289,200,data_set_16,329.11664502042584,901.2406930137976,0.95
max_branch,28.56598315283297,30,-0.9581974607777821,43.57182031610276,41.46305849227254,15.66048521052158,14.763487078954677,23.65159002352092,69.18962227977238,1.0143354525472037,130.78209787415915,183.02316802058132,200,data_set_16,22.65188360208137,73.79459604919221,0.95
