variable,simulated_value,rank,z_score,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,max_rank,sim_id,hpd_lwr,hpd_upr,attained_hpd,scenario
tree_length,368.31217228825875,165,0.8958493690029403,286.9989750708712,274.93244829962117,90.76659540195608,91.90429568457293,159.0768929037115,456.229591111706,0.9989593320041379,239.01967556782387,215.5814853547872,200,data_set_1,129.82307433341305,459.30962632543753,0.95,Scenario_1
max_branch,59.39344119635907,171,1.0450209873052259,41.733613625384365,38.499304517703465,16.8990171350661,16.882075649639294,20.530930294241685,76.09554849827619,1.0063811543661436,201.70655601182807,183.7296128905482,200,data_set_1,17.51927741128969,77.78272577926637,0.95,Scenario_1
range_branch,57.394767433783905,167,0.9946196941279314,40.719992720119286,37.081813981321616,16.764975409304384,17.06318390512937,19.339112628441352,74.96286559139918,1.0054847108315839,200.6800201325638,212.6916296338421,200,data_set_1,16.665167879348875,75.56537832142723,0.95,Scenario_1
bl1_length,10.607243067983049,103,-0.2783874337972649,13.915380796923829,10.315177806020452,11.883214999387958,8.322130378118603,1.9209115814484483,35.34551266540134,0.9966193639283059,183.09125416811221,181.8165087595598,200,data_set_1,0.20741346147392115,36.662284853713054,0.95,Scenario_1
birthRate,0.04507904427149084,161,0.8185052758233698,0.03904032725153337,0.038092115123348286,0.007377737442049919,0.006693994096249209,0.028674123624490816,0.05180818539045742,0.9964469375552474,210.0360555133821,149.1117505767081,200,data_set_1,0.02385236851124288,0.051921087444252695,0.95,Scenario_1
bmRate,0.1618818229482619,186,1.8045522383850516,0.09363112251657271,0.08884448182821024,0.03782140465646414,0.034532650526889176,0.042615113181864187,0.17091297340017256,0.995133322855125,137.91404560507428,158.62628906581358,200,data_set_1,0.03189682288610179,0.173464082983041,0.95,Scenario_1
tree_length,3627.445248054416,28,-1.0522988433490854,4555.504340031843,4557.771750797514,881.9349159633697,803.3489976993718,3325.018878482015,5935.62316322099,1.005705341208652,137.19845016305206,183.81776436968573,200,data_set_2,2956.9692147577302,6178.274369599458,0.95,Scenario_1
max_branch,57.843907440009644,30,-0.9908939623516404,78.51249681765479,74.09829261792075,20.858527918157247,19.876302130101934,49.14547046363889,114.18943262646263,0.996683433706126,244.05740020178843,184.50039724965913,200,data_set_2,45.53295715051556,125.37075612096643,0.95,Scenario_1
range_branch,57.82359674009764,30,-0.9902744947349945,78.46951028111522,74.05819433764884,20.848677463456827,19.778077550819404,49.11665511722566,114.09740142962993,0.996707463884016,243.6086762876263,184.50039724965913,200,data_set_2,45.50038514939972,125.3325209661135,0.95,Scenario_1
bl1_length,15.326342321625589,149,0.34078538694582,11.121296695842977,7.890046242938078,12.339277993898119,8.108982637701958,0.904109069373609,33.41200811773311,1.0095034202730122,225.46575592366887,154.2736344045723,200,data_set_2,0.18836772525610868,34.290297510220036,0.95,Scenario_1
birthRate,0.048794559219121125,163,0.9124702466218776,0.04172712255884047,0.040833485124556285,0.007745388615623933,0.007822948191268728,0.030572127081142146,0.05442632236759011,1.0058113612554358,151.78408565863683,155.5167456725001,200,data_set_2,0.02894312080535848,0.056252229914099665,0.95,Scenario_1
bmRate,0.06617099575180517,142,0.36885059735800596,0.05925243235966443,0.05599080355650452,0.018757088755438803,0.01579748145940341,0.03472103903075944,0.0917894748931123,0.9993314623241066,106.37819608421059,183.81776436968573,200,data_set_2,0.029210834062341907,0.09776983068615755,0.95,Scenario_1
tree_length,3325.46754390868,11,-1.4395398872414145,4612.892306593325,4579.750267296329,894.3307331009305,960.0755032714369,3314.3452202433464,6170.151547319332,1.0045158898539603,214.7224174848075,178.62881248895587,200,data_set_3,3147.3305375311647,6502.363906091282,0.95,Scenario_1
max_branch,46.34874624579452,4,-1.6849582776158414,82.58145439664865,80.78403375236516,21.50362334319766,18.195727113070728,53.74139774514548,123.62958888335297,1.003047050729413,225.34958933401688,133.67919036774546,200,data_set_3,45.51254777631893,126.11556174008773,0.95,Scenario_1
range_branch,46.34455075607718,4,-1.6833178257576598,82.5280370307503,80.74100956140447,21.495338385302823,18.21308709918043,53.711157574280726,123.55707616113494,1.0030697699995674,223.81724415633093,133.67919036774546,200,data_set_3,45.12814912075883,125.6286938168171,0.95,Scenario_1
bl1_length,11.992744888663154,136,0.044007450979662285,11.437813887424863,7.865421182889451,12.60993283829932,7.93633328363801,0.37228737648030097,35.654715894027056,1.0150570023586314,215.88330574317456,224.40597791289804,200,data_set_3,0.014228091837324324,35.946331399129505,0.95,Scenario_1
birthRate,0.04890485249335432,179,1.3446241224491444,0.03921363048305773,0.038509235968047166,0.007207383720473991,0.0071733316245177784,0.02894074704142264,0.05181843415789731,1.0028724401074691,215.60510098757857,155.51674567250004,200,data_set_3,0.026188872036917943,0.053172782062413916,0.95,Scenario_1
bmRate,0.12145611633300023,169,0.9196479187921093,0.09658055556715009,0.09178488332079329,0.027049004578319907,0.02269311766817184,0.05962659385888892,0.14379615427165457,1.0017017090447347,132.06832580513907,184.50039724965913,200,data_set_3,0.04978657615233294,0.15977159462449794,0.95,Scenario_1
tree_length,3982.498455725007,6,-1.820332556646982,6026.963221161086,5951.065650817897,1123.1270670684178,1120.6643011740573,4319.21113759765,7959.408009526745,1.0022286876703896,241.2258827211703,183.81776436968573,200,data_set_4,3704.57878815499,8130.826512270287,0.95,Scenario_1
max_branch,36.23124591477386,1,-2.1857720249080868,83.12781370602737,81.94945470892839,21.455379269585787,22.50609927907751,52.49659401190394,119.32541383368783,0.998601592009561,223.01684958342588,183.81776436968573,200,data_set_4,45.50534747442891,126.97047293119988,0.95,Scenario_1
range_branch,36.221902484144415,1,-2.185110816962843,83.09432799491606,81.9014054904973,21.450823064397785,22.409616253115324,52.490883809169645,119.27889879604452,0.9987168548483193,223.30454763339588,183.81776436968573,200,data_set_4,45.47853452870409,126.9523575000669,0.95,Scenario_1
bl1_length,18.872488188349394,158,0.5715876612618059,11.795200621293402,7.787137768824338,12.381806058291314,9.33411714225805,0.32750994453582516,34.331368533088636,0.9984296860165818,199.02232942301313,181.8165087595598,200,data_set_4,0.02956970345609628,34.62615952453306,0.95,Scenario_1
birthRate,0.05714574178261591,192,2.0334955567766615,0.04168395165636675,0.04050824093825779,0.007603552451699469,0.00785045025140529,0.030535490642492415,0.05500504936431108,1.0039926655387061,227.5278897096487,183.81776436968573,200,data_set_4,0.027005772015723427,0.05511203639704401,0.95,Scenario_1
bmRate,0.09531072141570665,190,1.7782315181469093,0.06532231203339643,0.06451678498338957,0.016864176051474482,0.014704245900317646,0.03950327217246085,0.09527702918518463,1.0005647480555877,136.13198326253476,135.97033374536463,200,data_set_4,0.03409062313265074,0.09851319175321328,0.95,Scenario_1
tree_length,410.82266593409076,116,0.009295747846816431,409.6446941351521,387.0060684006698,126.72157403043904,117.86295913418158,247.38764697588428,638.6797609921199,1.006885624050885,171.9087780598328,190.34185921391293,200,data_set_5,196.8423554882238,648.1721258044074,0.95,Scenario_1
max_branch,47.167716013805055,137,0.31041560225674697,41.98973448758226,38.2202181981521,16.680803054287356,14.501310849315608,22.69143273741119,72.44931026089398,1.0009838630078358,195.721094002461,183.81776436968573,200,data_set_5,18.242841230306528,74.6359534393569,0.95,Scenario_1
range_branch,46.882143663265076,140,0.3193829456201822,41.579378123592655,37.9558557078536,16.60315809717215,14.629661641831063,22.04869494620723,72.28967429392073,1.001707041301226,194.68917703646494,183.81776436968573,200,data_set_5,18.119366946884995,74.53125049798427,0.95,Scenario_1
bl1_length,8.638961646641945,99,-0.2365461466356914,11.119345280443383,8.724238501991335,10.485834028915793,8.405160605776988,0.4892281183517968,31.08486060065115,1.000731259316295,196.6905597325842,176.75574219857674,200,data_set_5,0.06864653218201794,31.432294476352933,0.95,Scenario_1
birthRate,0.04364731970002218,115,0.0580751004636994,0.043145387359006006,0.04230494918182811,0.008642814855394292,0.007775655765665784,0.029782920107842385,0.05793530015579086,0.9993720663839643,197.1289775597724,135.5157949038191,200,data_set_5,0.028740073107009104,0.05968795334496855,0.95,Scenario_1
bmRate,0.0325090696222083,48,-0.7991381828877224,0.04660443898990172,0.04442232287097717,0.01763821285169876,0.01656667086777687,0.022190896582436375,0.08058075829960035,1.0048238276748442,188.516036288801,227.803382535074,200,data_set_5,0.01920274340415693,0.08325269585557851,0.95,Scenario_1
tree_length,233.7484880975719,194,2.1948230318042574,120.75999039116192,110.6717159695221,51.47954804061247,46.69457276540198,52.04220886147654,220.70471293983243,0.996019028648209,141.1741446871966,135.21702901295356,200,data_set_6,42.91713163191368,224.9183616954003,0.95,Scenario_1
max_branch,52.05521951747967,186,1.6509529304042745,29.49080138468949,26.68711393911473,13.667511482150344,12.192458527544916,11.992728207671348,54.38729372444209,0.9962327096362813,147.08046586642277,113.63579178777054,200,data_set_6,6.577663681904455,56.02633704804608,0.95,Scenario_1
range_branch,49.4372189851524,183,1.5682660476368808,28.29552420710709,25.34251406439752,13.48093635636783,11.877273068228526,10.946716023889882,52.80953240916567,0.999157281347186,146.7744951751297,117.53963160951285,200,data_set_6,8.082300846882411,57.21237910891333,0.95,Scenario_1
bl1_length,2.6180005323272724,56,-0.6397283005160311,8.977171507717689,5.370878165232526,9.940424661939838,5.571598161856279,0.751709495808372,31.58308352657634,1.0042838054678056,192.98154459131018,186.9298193309879,200,data_set_6,0.04569275005299352,34.14896439544836,0.95,Scenario_1
birthRate,0.02923642116729653,9,-1.3763021887017723,0.04003088334291306,0.03942001117156996,0.007843090176147035,0.008121609790153554,0.029625617430809367,0.05406272767159455,0.9972454258637115,177.83347409895651,216.0707800996996,200,data_set_6,0.027021954088765274,0.05605611443292374,0.95,Scenario_1
bmRate,0.054323989382454564,72,-0.5118781270709574,0.07042855823747408,0.06471223197795606,0.031461724975771585,0.029368383749487997,0.030186222794541646,0.13030842380694757,0.9992584241005988,161.59436299108356,149.4332166126724,200,data_set_6,0.02095619612277645,0.1367543026510066,0.95,Scenario_1
tree_length,3135.283178784303,69,-0.42895279167896994,3437.4147622385576,3426.084924582662,704.3469335440793,664.617189155872,2454.544946636205,4562.850874659052,0.9998899124067765,109.66977453117106,122.58886083174612,200,data_set_7,2197.3123614952415,4842.272911629305,0.95,Scenario_1
max_branch,72.03267737755424,106,-0.01963745616749254,72.40198329508624,70.90059313920688,18.80619945791883,18.899017190843526,47.382975909620676,105.2871011621848,1.0007604098242782,175.7241610798007,179.51384523959177,200,data_set_7,42.24490359942143,108.27085263705729,0.95,Scenario_1
range_branch,72.02876506542118,107,-0.01706126955515819,72.34960216043694,70.83875519371111,18.804995371447124,18.89860756910937,47.36500280759589,105.27023715515024,1.0008098647365642,175.8000158733028,179.51384523959177,200,data_set_7,42.20792667769224,108.20979202367428,0.95,Scenario_1
bl1_length,1.5059653219203142,32,-0.848590801523734,12.347387057301713,8.006651869755983,12.775794547754332,9.544181455288143,0.2564068795020841,35.28379059913302,0.9954593461511686,171.6605906969976,128.89313390509767,200,data_set_7,0.009665793988156205,36.76388160120336,0.95,Scenario_1
birthRate,0.046283569158068305,145,0.4358397125972441,0.04294359219218649,0.04199619174261582,0.0076633149053313985,0.006944642297231206,0.0306141345837357,0.05783879135243947,1.0077124631431051,148.03672067435448,129.46658908122242,200,data_set_7,0.028378928474893497,0.05866904931520786,0.95,Scenario_1
bmRate,0.0731001262865754,185,1.6065586638888558,0.0513129612232144,0.04959335824468814,0.013561387799324252,0.013571906950175888,0.03246538591413574,0.07626320677678154,0.995737150200243,174.75995694443284,152.81425918388848,200,data_set_7,0.02604711269171169,0.07690609193890005,0.95,Scenario_1
tree_length,1651.152321739767,105,-0.1008995135838272,1687.8356813843463,1636.0434624880381,363.56329521948334,309.1315935349269,1193.2641759255298,2368.6610938458016,0.9970041634891356,206.15913165638455,107.8874311280102,200,data_set_8,1050.9842312375586,2450.5338433434667,0.95,Scenario_1
max_branch,49.44960853176837,58,-0.656251051012651,62.056037547634276,59.99273700695723,19.209765830337517,20.006804036350573,35.33625825343165,92.58050785082354,1.0219545911020744,167.5241183187701,181.8165087595598,200,data_set_8,29.80908261824606,95.70982481454938,0.95,Scenario_1
range_branch,49.42845098683563,58,-0.6517081422703125,61.941358434976024,59.97200430607013,19.200170500478954,20.006125287016552,35.118141664066286,92.1952138999433,1.0226118278094627,167.9488251571149,183.81776436968573,200,data_set_8,29.795710441102734,95.47086802698723,0.95,Scenario_1
bl1_length,12.087194081046363,135,0.021461578530159585,11.82016328676768,6.586917152249463,12.442271844236819,6.540995931909677,0.853210530975148,37.02485198060592,0.9969678969641617,179.4465834259842,212.62085774700174,200,data_set_8,0.14543875006628337,39.484154572875624,0.95,Scenario_1
birthRate,0.04080525833564517,79,-0.326883774938427,0.043288516258890956,0.04267578567420994,0.007596761031389653,0.007806234854270685,0.031653319190561253,0.05569607412148946,0.9970591994589134,194.65889426053636,212.6916296338421,200,data_set_8,0.028056480996948026,0.05655305819850787,0.95,Scenario_1
bmRate,0.07796055440850747,191,1.8980307541848642,0.0495407104631487,0.047080291602649524,0.014973331640015528,0.012559615843851847,0.028683680462124293,0.07588712863452267,0.9973584114063939,197.81391782120053,225.64361868699203,200,data_set_8,0.024725460667297586,0.07797043694080034,0.95,Scenario_1
tree_length,72.70862704029528,12,-1.1962415560875577,153.36724920037202,143.45956671430517,67.42670136279149,58.87332288815811,72.36734484479325,276.17767532584986,0.9956058256566519,195.7061178026154,227.803382535074,200,data_set_9,64.11046366501806,301.2772286210541,0.95,Scenario_1
max_branch,10.174368793783799,1,-1.2698385292815972,33.057858849509905,28.42598398424886,18.02078731118065,12.933062493563357,12.965254820100037,61.72847847431975,1.0004751454912517,206.69573938617367,227.803382535074,200,data_set_9,10.027719981176936,62.8088068327037,0.95,Scenario_1
range_branch,9.585467371987647,2,-1.2365325751994263,31.542282715271266,26.450591771264868,17.75676256627728,11.507451069512761,12.345598690291878,61.41262864423404,0.9995972216146608,206.86072851373208,227.803382535074,200,data_set_9,8.83073928178717,62.20647586275811,0.95,Scenario_1
bl1_length,2.9885150332313373,64,-0.6548596453128694,10.280320568435451,6.989541426458042,11.134913545818417,7.552004277493368,0.17893701516671795,29.999005924401104,1.0055569373857485,192.552870087419,177.70094093640174,200,data_set_9,0.03501785314954767,32.17992731407982,0.95,Scenario_1
birthRate,0.03976977383281941,113,0.00476568820342762,0.039730144577322955,0.03869959568206585,0.008315536771363721,0.007664093885486198,0.028268951010146082,0.05583221129797916,1.018663148398794,179.54228891755415,148.1353486981588,200,data_set_9,0.02663627130730723,0.05683995046446924,0.95,Scenario_1
bmRate,0.0941541915009595,127,0.10236131063016506,0.0902522048996169,0.08036436853135616,0.03811974052814358,0.03003194527026615,0.040702117852319,0.16402607115540027,1.0002841982877364,185.4905359825304,178.62881248895587,200,data_set_9,0.030478325405527446,0.1699547035489005,0.95,Scenario_1
tree_length,208.43137057188068,65,-0.5192120511890773,252.58539939921866,244.02834343460842,85.04045452376982,80.72813218575989,130.10316876321534,415.33652107340913,0.9961806809276155,238.43554052151606,183.81776436968573,200,data_set_10,114.94321424929404,427.0387809937045,0.95,Scenario_1
max_branch,36.780812261171086,32,-0.9456023249309647,59.2533752953192,53.94155319004715,23.765342408383738,22.009862854185354,28.946567549415455,96.72113817786149,0.9952565304748704,216.64796598793808,183.81776436968573,200,data_set_10,23.66594522442159,102.5295270750665,0.95,Scenario_1
range_branch,35.72951574373753,32,-0.9490819769713273,58.186820099987514,53.47264820091239,23.66213341013475,22.759172095488115,28.2370824572123,96.38699406418236,0.9953686667691193,218.09729328115128,183.81776436968573,200,data_set_10,23.39030299731755,102.39334329527622,0.95,Scenario_1
bl1_length,1.8604956656092781,62,-0.6649090113487441,14.065614756368316,6.716838738749486,18.356074113060057,8.93668939707072,0.07991169860238742,55.12101585413835,0.9991832710402839,204.1856838386323,140.33439393442393,200,data_set_10,5.826174805712447e-4,55.97884229312393,0.95,Scenario_1
